,FECHA_ANOTACION,VALOR,DESTINO_ECONOMICO,AREA_TERRENO,AREA_CONSTRUIDA, HAB, BAÑOS, LOCAL, PISOS,MAX_PUNT,POINT_X,POINT_Y,Latitud,Longitud,Latitud.1,Longitud.1,UTM waypoint Garmin,Estrato/Hacienda
812,2021-07-12 00:00:00,16115894,A,1,9,0,0,0,1,39,1371893.1646,10796176.1071,7.13525697968713,-73.1280423096294,"-7º -8' -6,925"" S","73º 7' 40,952"" W",17 N 1371893 10796176,0
1192,2021-04-12 00:00:00,90141572,A,9,40,2,1,0,15,47,1371516.1282,10797872.2628,7.15051284984849,-73.1311630203986,"-7º -9' -1,846"" S","73º 7' 52,187"" W",17 N 1371516 10797872,2
1074,2021-10-19 00:00:00,127319228,A,11,49,3,2,0,14,60,1371461.9142,10797864.4124,7.15045086597643,-73.1316505799234,"-7º -9' -1,623"" S","73º 7' 53,942"" W",17 N 1371462 10797864,2
1374,2022-11-04 00:00:00,51111899,A,45,94,4,2,0,2,41,1371215.0453,10800394.4369,7.17315850171866,-73.1334742116713,"-7º -10' -23,371"" S","73º 8' 0,507"" W",17 N 1371215 10800394,1
581,2022-08-30 00:00:00,115106084,A,95,73,0,0,0,2,59,1374661.7335,10791896.283,7.09648482086135,-73.1038671979471,"-7º -5' -47,345"" S","73º 6' 13,922"" W",17 N 1374662 10791896,4
1483,2022-09-26 00:00:00,73017000,A,38,56,3,1,0,3,32,1370146.5752,10798148.9668,7.15320320367596,-73.1434066581504,"-7º -9' -11,532"" S","73º 8' 36,264"" W",17 N 1370147 10798149,2
808,2021-12-17 00:00:00,16115894,A,1,18,0,0,0,1,39,1371881.7311,10796161.0502,7.13512382762508,-73.1281471939709,"-7º -8' -6,446"" S","73º 7' 41,33"" W",17 N 1371882 10796161,0
1397,2022-09-06 00:00:00,78232500,A,54,162,3,1,0,2,60,1370996.1504,10797944.9856,7.15124460071253,-73.1358164898933,"-7º -9' -4,481"" S","73º 8' 8,939"" W",17 N 1370996 10797945,2
376,2022-12-22 00:00:00,248043130,A,16,59,2,2,0,9,58,1374326.1502,10793210.8342,7.10831426509151,-73.1066749932445,"-7º -6' -29,931"" S","73º 6' 24,03"" W",17 N 1374326 10793211,4
314,2021-04-20 00:00:00,339508188,A,7,85,3,2,0,1,81,1373243.0499,10794708.4022,7.12189866984823,-73.1161595827521,"-7º -7' -18,835"" S","73º 6' 58,174"" W",17 N 1373243 10794708,4
442,2022-12-29 00:00:00,2588092519,C,799,984,0,1,3,3,52,1371946.6335,10795361.0388,7.12794565400913,-73.1276881915939,"-7º -7' -40,604"" S","73º 7' 39,677"" W",17 N 1371947 10795361,3
319,2021-04-15 00:00:00,318020328,A,7,85,3,2,0,1,81,1373266.6511,10794700.7111,7.12182612801528,-73.1159490645971,"-7º -7' -18,574"" S","73º 6' 57,417"" W",17 N 1373267 10794701,4
811,2021-11-12 00:00:00,16115894,A,1,9,0,0,0,1,39,1371892.5863,10796179.2321,7.13528506903224,-73.1280470157873,"-7º -8' -7,026"" S","73º 7' 40,969"" W",17 N 1371893 10796179,0
799,2022-12-20 00:00:00,125171999,C,114,116,3,1,1,2,21,1372432.4124,10796158.4244,7.13501553311191,-73.123207731212,"-7º -8' -6,056"" S","73º 7' 23,548"" W",17 N 1372432 10796158,3
1138,2021-05-07 00:00:00,98736716,A,9,40,2,1,0,5,47,1371509.7268,10797873.2123,7.15052234434597,-73.1312203000769,"-7º -9' -1,88"" S","73º 7' 52,393"" W",17 N 1371510 10797873,2
424,2022-11-30 00:00:00,93878999,B,63,63,0,1,1,1,28,1371759.7269,10795416.9111,7.12847500980027,-73.1293562178041,"-7º -7' -42,51"" S","73º 7' 45,682"" W",17 N 1371760 10795417,2
553,2022-09-14 00:00:00,250343999,A,140,89,3,2,0,2,56,1372766.4705,10790713.3163,7.0861761341769,-73.1210479248589,"-7º -5' -10,234"" S","73º 7' 15,773"" W",17 N 1372766 10790713,4
594,2021-03-26 00:00:00,107439299,A,73,91,4,3,0,2,54,1374932.1041,10792086.3512,7.09814623087,-73.1014129606694,"-7º -5' -53,326"" S","73º 6' 5,087"" W",17 N 1374932 10792086,4
901,2022-09-22 00:00:00,260774999,A,202,248,0,1,2,3,40,1371489.1964,10796357.7616,7.13694679112609,-73.1316381511426,"-7º -8' -13,008"" S","73º 7' 53,897"" W",17 N 1371489 10796358,2
973,2022-10-06 00:00:00,41724000,A,39,63,2,1,0,2,34,1371849.6227,10798344.9517,7.1546967735117,-73.1280982816532,"-7º -9' -16,908"" S","73º 7' 41,154"" W",17 N 1371850 10798345,2
1052,2022-05-26 00:00:00,123610901,A,11,49,3,2,0,11,60,1371450.7935,10797869.2844,7.15049623419953,-73.1317495906374,"-7º -9' -1,786"" S","73º 7' 54,299"" W",17 N 1371451 10797869,2
1225,2022-02-02 00:00:00,26077499,A,51,51,3,1,0,1,20,1371617.0026,10797031.5084,7.14296400682314,-73.1303878034535,"-7º -8' -34,67"" S","73º 7' 49,396"" W",17 N 1371617 10797032,1
650,2022-01-21 00:00:00,260774999,A,170,114,4,4,0,2,64,1374828.8399,10792355.1923,7.10057079151163,-73.1022978150775,"-7º -6' -2,055"" S","73º 6' 8,272"" W",17 N 1374829 10792355,5
227,2021-05-07 00:00:00,339508188,A,7,85,3,2,0,1,81,1373253.0415,10794692.4277,7.1217540035693,-73.1160724184454,"-7º -7' -18,314"" S","73º 6' 57,861"" W",17 N 1373253 10794692,4
720,2022-11-09 00:00:00,275899950,A,151,99,4,4,0,2,48,1372588.5743,10792232.4547,7.09981483706709,-73.1224107253403,"-7º -5' -59,333"" S","73º 7' 20,679"" W",17 N 1372589 10792232,4
816,2021-12-15 00:00:00,16115894,A,1,13,0,0,0,1,39,1371864.1163,10796181.4076,7.13530894294943,-73.1283020714146,"-7º -8' -7,112"" S","73º 7' 41,887"" W",17 N 1371864 10796181,0
987,2021-05-07 00:00:00,127439552,A,11,49,3,2,0,1,60,1371453.74,10797875.9942,7.15055590107145,-73.1317221223008,"-7º -9' -2,001"" S","73º 7' 54,2"" W",17 N 1371454 10797876,2
694,2022-06-23 00:00:00,84491100,A,72,77,3,2,0,3,47,1371956.3369,10792317.0793,7.10066993307346,-73.1280687764524,"-7º -6' -2,412"" S","73º 7' 41,048"" W",17 N 1371956 10792317,4
66,2022-05-03 00:00:00,209924865,A,11,55,0,0,0,12,75,1372729.8675,10794300.4772,7.11832260026337,-73.1208256309386,"-7º -7' -5,961"" S","73º 7' 14,972"" W",17 N 1372730 10794300,4
393,2021-07-14 00:00:00,13967108,A,2,14,0,0,0,1,59,1374280.1102,10795624.9024,7.12995056688121,-73.106715854652,"-7º -7' -47,822"" S","73º 6' 24,177"" W",17 N 1374280 10795625,4
579,2022-11-15 00:00:00,117870299,A,97,75,0,0,0,1,59,1374588.5441,10791851.1251,7.09609145943223,-73.1045305917605,"-7º -5' -45,929"" S","73º 6' 16,31"" W",17 N 1374589 10791851,4
997,2022-06-01 00:00:00,123727720,A,11,49,3,2,0,3,60,1371482.5488,10797855.3437,7.15036642802312,-73.1314668688094,"-7º -9' -1,319"" S","73º 7' 53,281"" W",17 N 1371483 10797855,2
211,2021-10-22 00:00:00,242383060,C,4,47,0,1,0,1,79,1373247.0266,10794686.3047,7.12170006764109,-73.1161273151102,"-7º -7' -18,12"" S","73º 6' 58,058"" W",17 N 1373247 10794686,4
1166,2021-05-14 00:00:00,90141572,A,9,40,2,1,0,10,47,1371516.1282,10797872.2628,7.15051284984849,-73.1311630203986,"-7º -9' -1,846"" S","73º 7' 52,187"" W",17 N 1371516 10797872,2
787,2022-01-25 00:00:00,146034000,A,67,70,3,2,0,3,44,1371834.923,10792548.4842,7.10276194835767,-73.1291223620821,"-7º -6' -9,943"" S","73º 7' 44,841"" W",17 N 1371835 10792548,4
536,2022-10-10 00:00:00,146034000,A,161,163,5,1,0,2,40,1374100.3992,10796061.2467,7.13388778035215,-73.1082604899645,"-7º -8' -1,996"" S","73º 6' 29,738"" W",17 N 1374100 10796061,2
722,2022-12-13 00:00:00,109525499,A,69,80,0,0,0,1,61,1371809.1155,10792700.9088,7.10413164895094,-73.1293304775084,"-7º -6' -14,874"" S","73º 7' 45,59"" W",17 N 1371809 10792701,4
858,2021-09-16 00:00:00,152778684,A,6,41,3,2,0,1,73,1371872.189,10796174.6798,7.13524741880135,-73.1282306916309,"-7º -8' -6,891"" S","73º 7' 41,63"" W",17 N 1371872 10796175,0
85,2022-06-23 00:00:00,257645699,A,11,54,0,0,0,16,75,1372726.6378,10794308.3088,7.11839326739723,-73.1208533965758,"-7º -7' -6,216"" S","73º 7' 15,072"" W",17 N 1372727 10794308,4
1358,2021-03-09 00:00:00,69835545,A,40,81,4,2,0,2,34,1371232.8737,10801015.7557,7.17872289254666,-73.1332180468799,"-7º -10' -43,402"" S","73º 7' 59,585"" W",17 N 1371233 10801016,1
272,2021-02-25 00:00:00,328837209,A,7,85,3,2,0,1,81,1373253.2943,10794714.3933,7.12195077330392,-73.1160667677339,"-7º -7' -19,023"" S","73º 6' 57,84"" W",17 N 1373253 10794714,4
923,2022-11-23 00:00:00,88663500,A,126,110,4,1,0,1,37,1371246.0685,10798480.8365,7.156007432117,-73.1334917605313,"-7º -9' -21,627"" S","73º 8' 0,57"" W",17 N 1371246 10798481,2
1334,2021-03-09 00:00:00,1289271600,A,54,59,0,0,1,1,52,1371192.8112,10796501.8264,7.1382832404398,-73.1342747351282,"-7º -8' -17,82"" S","73º 8' 3,389"" W",17 N 1371193 10796502,2
1359,2022-07-13 00:00:00,36508500,A,82,72,3,2,0,1,28,1370183.8235,10800931.1991,7.178127445583,-73.1426427752395,"-7º -10' -41,259"" S","73º 8' 33,514"" W",17 N 1370184 10800931,1
630,2021-12-22 00:00:00,70909938,A,55,96,3,2,0,2,46,1372676.3373,10789821.5529,7.07819972199635,-73.1219928419265,"-7º -4' -41,519"" S","73º 7' 19,174"" W",17 N 1372676 10789822,3
1037,2021-03-24 00:00:00,127439552,A,11,49,3,2,0,9,60,1371482.5488,10797855.3437,7.15036642802312,-73.1314668688094,"-7º -9' -1,319"" S","73º 7' 53,281"" W",17 N 1371483 10797855,2
1408,2022-07-05 00:00:00,83865240,S,60,118,0,0,0,0,32,1370523.8564,10797747.6144,7.14954883462072,-73.1400838917726,"-7º -8' -58,376"" S","73º 8' 24,302"" W",17 N 1370524 10797748,1
1004,2021-07-19 00:00:00,127439552,A,11,49,3,2,0,4,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
273,2021-10-13 00:00:00,318020328,A,7,85,3,2,0,1,81,1373264.0925,10794720.6721,7.12200536927132,-73.1159689408103,"-7º -7' -19,219"" S","73º 6' 57,488"" W",17 N 1373264 10794721,4
1024,2021-08-04 00:00:00,127439552,A,11,49,3,2,0,7,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
362,2022-01-03 00:00:00,229481999,C,33,43,0,1,1,1,60,1374003.9246,10793802.1216,7.11366155867293,-73.1094742120325,"-7º -6' -49,182"" S","73º 6' 34,107"" W",17 N 1374004 10793802,5
622,2022-12-15 00:00:00,265990499,A,252,127,4,3,0,2,62,1374532.2234,10791889.0532,7.09643992616919,-73.1050299178272,"-7º -5' -47,184"" S","73º 6' 18,108"" W",17 N 1374532 10791889,5
2,2022-08-11 00:00:00,150488037,A,8,42,3,2,0,1,71,1372982.2036,10794746.3441,7.12227874690609,-73.118493539031,"-7º -7' -20,203"" S","73º 7' 6,577"" W",17 N 1372982 10794746,4
6,2021-03-29 00:00:00,96695369,A,6,30,3,2,0,3,71,1372975.9068,10794754.9763,7.12235705906571,-73.1185486925213,"-7º -7' -20,485"" S","73º 7' 6,775"" W",17 N 1372976 10794755,4
311,2021-02-11 00:00:00,339508188,A,7,85,3,2,0,1,81,1373259.2967,10794696.485,7.12178939413714,-73.1160156844321,"-7º -7' -18,442"" S","73º 6' 57,656"" W",17 N 1373259 10794696,4
668,2021-01-25 00:00:00,483476849,A,149,84,0,0,0,1,61,1374764.5813,10792134.7078,7.09860521609714,-73.1029080767434,"-7º -5' -54,979"" S","73º 6' 10,469"" W",17 N 1374765 10792135,4
946,2022-03-30 00:00:00,88663500,A,167,180,5,2,0,2,32,1372399.4366,10797232.5093,7.14464442179672,-73.1233378411918,"-7º -8' -40,72"" S","73º 7' 24,016"" W",17 N 1372399 10797233,2
1486,2022-04-25 00:00:00,85870221,A,38,35,2,1,0,2,23,1370328.1751,10798317.9253,7.15468917527628,-73.141751435127,"-7º -9' -16,881"" S","73º 8' 30,305"" W",17 N 1370328 10798318,2
215,2021-05-07 00:00:00,190180453,C,3,40,0,1,0,1,79,1373270.7217,10794707.2676,7.12188424708585,-73.1159115414966,"-7º -7' -18,783"" S","73º 6' 57,282"" W",17 N 1373271 10794707,4
1065,2021-05-07 00:00:00,127439552,A,11,49,3,2,0,13,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
27,2022-12-13 00:00:00,425584799,A,227,153,0,0,0,0,26,1372569.9172,10794676.434,7.12171574674821,-73.1222025488993,"-7º -7' -18,177"" S","73º 7' 19,929"" W",17 N 1372570 10794676,4
1402,2021-06-10 00:00:00,29008610,A,60,133,0,0,0,0,31,1370587.9815,10797622.4655,7.14841758269931,-73.139527914135,"-7º -8' -54,303"" S","73º 8' 22,3"" W",17 N 1370588 10797622,1
873,2022-08-05 00:00:00,86472990,A,108,108,3,1,0,1,40,1372369.3863,10796676.5371,7.13966753630634,-73.1236932048094,"-7º -8' -22,803"" S","73º 7' 25,296"" W",17 N 1372369 10796677,3
682,2021-01-29 00:00:00,193390739,A,41,120,5,2,0,3,36,1372082.5778,10791859.8474,7.09655375344516,-73.127006509408,"-7º -5' -47,594"" S","73º 7' 37,223"" W",17 N 1372083 10791860,3
638,2021-09-09 00:00:00,537196500,A,134,88,0,0,0,1,61,1374877.1997,10792301.2937,7.10008045369378,-73.1018723533056,"-7º -6' -0,29"" S","73º 6' 6,74"" W",17 N 1374877 10792301,5
757,2022-06-08 00:00:00,166896000,A,111,96,3,3,0,2,47,1370048.3342,10791065.6832,7.0897486911606,-73.1453749395847,"-7º -5' -23,095"" S","73º 8' 43,35"" W",17 N 1370048 10791066,3
1311,2022-08-04 00:00:00,194329529,A,148,252,8,4,0,2,39,1371150.7319,10795528.6181,7.12956951593944,-73.134802011895,"-7º -7' -46,45"" S","73º 8' 5,287"" W",17 N 1371151 10795529,2
624,2022-03-31 00:00:00,834479999,A,553,238,6,3,0,2,80,1375721.9591,10792478.1935,7.10153551755194,-73.0942683138628,"-7º -6' -5,528"" S","73º 5' 39,366"" W",17 N 1375722 10792478,6
1476,2022-08-04 00:00:00,34422300,A,38,78,2,1,0,2,26,1369710.9059,10797952.3985,7.15150891455833,-73.1473454418461,"-7º -9' -5,432"" S","73º 8' 50,444"" W",17 N 1369711 10797952,2
256,2021-05-07 00:00:00,339508188,A,7,85,3,2,0,1,81,1373245.5256,10794688.1391,7.12171673450311,-73.1161404965536,"-7º -7' -18,18"" S","73º 6' 58,106"" W",17 N 1373246 10794688,4
25,2022-08-02 00:00:00,219050999,A,119,171,2,1,0,1,31,1372591.0168,10795019.6287,7.12478752277077,-73.1219604536188,"-7º -7' -29,235"" S","73º 7' 19,058"" W",17 N 1372591 10795020,3
336,2021-12-07 00:00:00,318020328,A,7,85,3,2,0,1,81,1373245.5256,10794688.1391,7.12171673450311,-73.1161404965536,"-7º -7' -18,18"" S","73º 6' 58,106"" W",17 N 1373246 10794688,4
572,2021-07-12 00:00:00,118183229,A,93,72,0,0,0,2,59,1374713.4022,10791874.5734,7.09628237908588,-73.1034071061509,"-7º -5' -46,617"" S","73º 6' 12,266"" W",17 N 1374713 10791875,4
47,2022-01-12 00:00:00,225710984,A,11,54,0,0,0,8,75,1372726.6378,10794308.3088,7.11839326739723,-73.1208533965758,"-7º -7' -6,216"" S","73º 7' 15,072"" W",17 N 1372727 10794308,4
106,2022-10-27 00:00:00,230706551,A,11,54,0,0,0,20,75,1372726.6378,10794308.3088,7.11839326739723,-73.1208533965758,"-7º -7' -6,216"" S","73º 7' 15,072"" W",17 N 1372727 10794308,4
349,2022-10-14 00:00:00,83448000,A,14,22,1,1,0,0,60,1373909.9708,10794894.2517,7.12346119803699,-73.1101486969339,"-7º -7' -24,46"" S","73º 6' 36,535"" W",17 N 1373910 10794894,0
55,2021-11-09 00:00:00,250691684,A,11,57,0,0,0,10,75,1372739.3591,10794308.1251,7.11838966659284,-73.1207393143395,"-7º -7' -6,203"" S","73º 7' 14,662"" W",17 N 1372739 10794308,4
1366,2022-08-26 00:00:00,91792800,A,115,99,4,1,0,1,32,1371301.7081,10801021.2894,7.17876182506409,-73.1325996433728,"-7º -10' -43,543"" S","73º 7' 57,359"" W",17 N 1371302 10801021,1
213,2021-12-27 00:00:00,181615392,C,3,40,0,1,0,1,79,1373251.4732,10794695.5586,7.12178229723977,-73.1160860038835,"-7º -7' -18,416"" S","73º 6' 57,91"" W",17 N 1373251 10794696,4
120,2021-02-01 00:00:00,107439299,A,8,47,2,2,0,1,71,1372654.6631,10794134.7151,7.1168489315944,-73.1215257148971,"-7º -7' -0,656"" S","73º 7' 17,493"" W",17 N 1372655 10794135,3
1504,2022-08-11 00:00:00,29206799,A,38,45,2,1,0,2,34,1370315.0336,10797933.4264,7.15124593304987,-73.1419286176001,"-7º -9' -4,485"" S","73º 8' 30,943"" W",17 N 1370315 10797933,2
741,2021-04-29 00:00:00,225622529,A,75,89,4,3,0,2,44,1372428.0941,10792264.464,7.10012623099551,-73.1238452787284,"-7º -6' -0,454"" S","73º 7' 25,843"" W",17 N 1372428 10792264,4
72,2022-12-02 00:00:00,252690974,A,11,54,0,0,0,14,75,1372726.6498,10794308.2874,7.11839307381003,-73.1208532922277,"-7º -7' -6,215"" S","73º 7' 15,072"" W",17 N 1372727 10794308,4
785,2022-06-14 00:00:00,73017000,A,67,70,3,2,0,3,44,1371837.5087,10792584.8162,7.10308709237752,-73.1290935969894,"-7º -6' -11,114"" S","73º 7' 44,737"" W",17 N 1371838 10792585,4
1055,2021-03-24 00:00:00,127439552,A,11,49,3,2,0,12,60,1371476.3581,10797866.0715,7.15046350533865,-73.1315207491622,"-7º -9' -1,669"" S","73º 7' 53,475"" W",17 N 1371476 10797866,2
45,2021-11-17 00:00:00,308593747,A,14,66,0,0,0,8,75,1372734.6926,10794319.7875,7.11849487833148,-73.1207793787176,"-7º -7' -6,582"" S","73º 7' 14,806"" W",17 N 1372735 10794320,4
1272,2022-10-21 00:00:00,373429799,B,680,679,0,0,0,1,34,1371459.2592,10795229.1019,7.12683838107779,-73.1320804388455,"-7º -7' -36,618"" S","73º 7' 55,49"" W",17 N 1371459 10795229,1
523,2022-03-03 00:00:00,469394999,A,153,221,4,2,0,2,40,1372720.0501,10796341.2469,7.13660931657304,-73.1205993137786,"-7º -8' -11,794"" S","73º 7' 14,158"" W",17 N 1372720 10796341,4
930,2021-02-23 00:00:00,26859824,A,55,50,2,1,0,1,21,1372071.7232,10797244.4697,7.14480210627041,-73.1262757922227,"-7º -8' -41,288"" S","73º 7' 34,593"" W",17 N 1372072 10797244,2
796,2022-09-26 00:00:00,143947800,A,54,154,1,1,0,1,47,1372514.7609,10796144.5338,7.1348783930007,-73.1224711736946,"-7º -8' -5,562"" S","73º 7' 20,896"" W",17 N 1372515 10796145,3
1371,2022-11-01 00:00:00,20862000,A,45,45,3,1,0,1,20,1371158.3352,10800363.2557,7.17288787799005,-73.1339878061886,"-7º -10' -22,396"" S","73º 8' 2,356"" W",17 N 1371158 10800363,1
819,2021-11-04 00:00:00,16115894,A,1,12,0,0,0,1,39,1371887.4446,10796180.6244,7.1352983354522,-73.1280929249957,"-7º -8' -7,074"" S","73º 7' 41,135"" W",17 N 1371887 10796181,0
533,2022-07-12 00:00:00,521549999,A,168,245,4,2,0,1,60,1373840.3874,10796246.5347,7.1355880107283,-73.1105642089933,"-7º -8' -8,117"" S","73º 6' 38,031"" W",17 N 1373840 10796247,4
1252,2022-05-02 00:00:00,38062638,A,47,47,2,1,0,1,31,1371525.1492,10798741.254,7.15829776765958,-73.1309478890723,"-7º -9' -29,872"" S","73º 7' 51,412"" W",17 N 1371525 10798741,1
603,2022-06-28 00:00:00,105353099,A,73,79,4,3,0,2,55,1375049.866,10791960.0305,7.0969963672733,-73.1003761568393,"-7º -5' -49,187"" S","73º 6' 1,354"" W",17 N 1375050 10791960,4
465,2021-04-08 00:00:00,1396710900,C,721,955,0,2,1,5,48,1372523.3764,10796053.9714,7.13406562813159,-73.1224078513422,"-7º -8' -2,636"" S","73º 7' 20,668"" W",17 N 1372523 10796054,4
1240,2021-01-05 00:00:00,8595144,A,50,50,2,1,0,1,5,1372339.0455,10797793.5438,7.14968061084595,-73.1237929512267,"-7º -8' -58,85"" S","73º 7' 25,655"" W",17 N 1372339 10797794,1
1286,2022-01-04 00:00:00,312930000,B,290,290,0,0,2,3,60,1371266.9138,10794412.5352,7.11955129158214,-73.1339313741322,"-7º -7' -10,385"" S","73º 8' 2,153"" W",17 N 1371267 10794413,2
782,2022-05-16 00:00:00,73017000,A,67,70,3,2,0,3,44,1371856.1432,10792597.0756,7.10319408391534,-73.1289245669787,"-7º -6' -11,499"" S","73º 7' 44,128"" W",17 N 1371856 10792597,4
1445,2022-04-25 00:00:00,52154999,A,38,78,3,1,0,2,28,1370333.8734,10798673.3319,7.15787288299385,-73.1416454857495,"-7º -9' -28,342"" S","73º 8' 29,924"" W",17 N 1370334 10798673,2
60,2022-12-16 00:00:00,344223000,A,13,65,0,0,0,11,75,1372724.3334,10794316.0263,7.11846277001785,-73.12087287979,"-7º -7' -6,466"" S","73º 7' 15,142"" W",17 N 1372724 10794316,4
893,2022-07-21 00:00:00,146034000,A,169,142,2,2,0,1,32,1371746.7839,10796438.905,7.13763421024876,-73.1293149311944,"-7º -8' -15,483"" S","73º 7' 45,534"" W",17 N 1371747 10796439,2
92,2022-04-27 00:00:00,233733238,A,11,55,0,0,0,17,75,1372729.8675,10794300.4772,7.11832260026337,-73.1208256309386,"-7º -7' -5,961"" S","73º 7' 14,972"" W",17 N 1372730 10794300,4
666,2022-08-04 00:00:00,1356030000,B,2536,1285,0,0,0,1,58,1371330.8189,10790710.9678,7.08637453010852,-73.1339254441342,"-7º -5' -10,948"" S","73º 8' 2,132"" W",17 N 1371331 10790711,3
711,2021-03-05 00:00:00,96695369,A,72,77,2,3,0,3,45,1372052.4637,10792339.4469,7.10085562683334,-73.1272031046001,"-7º -6' -3,08"" S","73º 7' 37,931"" W",17 N 1372052 10792339,4
194,2021-11-26 00:00:00,232068887,C,4,45,0,1,0,1,79,1373267.4621,10794698.4198,7.12180547354141,-73.115942142836,"-7º -7' -18,5"" S","73º 6' 57,392"" W",17 N 1373267 10794698,4
280,2021-05-20 00:00:00,318020328,A,7,85,3,2,0,1,81,1373264.0925,10794720.6721,7.12200536927132,-73.1159689408103,"-7º -7' -19,219"" S","73º 6' 57,488"" W",17 N 1373264 10794721,4
695,2022-06-06 00:00:00,302499000,A,72,77,3,2,0,3,47,1371946.4911,10792310.4054,7.10061164192406,-73.128158115048,"-7º -6' -2,202"" S","73º 7' 41,369"" W",17 N 1371946 10792310,4
359,2021-09-01 00:00:00,188018775,C,26,34,0,1,1,1,64,1374007.0512,10793786.4388,7.11352056442278,-73.109448581999,"-7º -6' -48,674"" S","73º 6' 34,015"" W",17 N 1374007 10793786,5
519,2021-08-03 00:00:00,214878599,A,87,127,3,3,0,2,49,1373540.7631,10795859.7845,7.13216901495957,-73.1133115807584,"-7º -7' -55,808"" S","73º 6' 47,922"" W",17 N 1373541 10795860,4
818,2021-07-12 00:00:00,16115894,A,1,18,0,0,0,1,39,1371881.7311,10796161.0502,7.13512382762508,-73.1281471939709,"-7º -8' -6,446"" S","73º 7' 41,33"" W",17 N 1371882 10796161,0
1131,2022-09-22 00:00:00,93774689,A,9,40,2,1,0,3,47,1371506.1711,10797848.8911,7.1503049702357,-73.1312559517412,"-7º -9' -1,098"" S","73º 7' 52,521"" W",17 N 1371506 10797849,2
182,2022-05-20 00:00:00,200275199,C,3,40,0,1,0,1,79,1373265.2112,10794703.6856,7.12185300060965,-73.115961522362,"-7º -7' -18,671"" S","73º 6' 57,461"" W",17 N 1373265 10794704,4
1032,2022-03-16 00:00:00,123727720,A,11,49,3,2,0,8,60,1371450.7935,10797869.2844,7.15049623419953,-73.1317495906374,"-7º -9' -1,786"" S","73º 7' 54,299"" W",17 N 1371451 10797869,2
110,2021-12-06 00:00:00,324378585,A,14,66,0,0,0,21,75,1372745.4812,10794292.685,7.11825038315668,-73.1206867743807,"-7º -7' -5,701"" S","73º 7' 14,472"" W",17 N 1372745 10794293,4
42,2021-11-09 00:00:00,240970448,A,11,54,0,0,0,7,75,1372726.6394,10794308.3047,7.11839323041552,-73.1208533828545,"-7º -7' -6,216"" S","73º 7' 15,072"" W",17 N 1372727 10794308,4
922,2022-08-04 00:00:00,97008299,A,125,176,3,1,0,1,40,1371229.0731,10798468.5619,7.15590007007486,-73.1336461224839,"-7º -9' -21,24"" S","73º 8' 1,126"" W",17 N 1371229 10798469,2
204,2021-03-16 00:00:00,164382129,C,3,34,0,1,0,1,79,1373240.4706,10794707.7171,7.12189292823085,-73.1161828245942,"-7º -7' -18,815"" S","73º 6' 58,258"" W",17 N 1373240 10794708,4
1165,2021-06-11 00:00:00,92290358,A,9,40,2,1,0,10,47,1371508.2975,10797863.4425,7.15043502555434,-73.1312346301132,"-7º -9' -1,566"" S","73º 7' 52,445"" W",17 N 1371508 10797863,2
52,2022-04-27 00:00:00,241999199,A,11,54,0,0,0,9,75,1372726.6498,10794308.2874,7.11839307381003,-73.1208532922277,"-7º -7' -6,215"" S","73º 7' 15,072"" W",17 N 1372727 10794308,4
545,2021-04-20 00:00:00,139671090,A,8,43,2,2,0,1,73,1373062.1611,10790818.5665,7.08707392788216,-73.1183796370427,"-7º -5' -13,466"" S","73º 7' 6,167"" W",17 N 1373062 10790819,4
1000,2021-05-20 00:00:00,127439552,A,11,49,3,2,0,3,60,1371453.74,10797875.9942,7.15055590107145,-73.1317221223008,"-7º -9' -2,001"" S","73º 7' 54,2"" W",17 N 1371454 10797876,2
1164,2021-04-12 00:00:00,94439144,A,9,40,2,1,0,9,47,1371506.1711,10797848.8911,7.1503049702357,-73.1312559517412,"-7º -9' -1,098"" S","73º 7' 52,521"" W",17 N 1371506 10797849,2
1283,2022-10-20 00:00:00,74060100,A,96,88,4,1,0,1,18,1371284.2183,10794645.6209,7.12163714068561,-73.1337403339328,"-7º -7' -17,894"" S","73º 8' 1,465"" W",17 N 1371284 10794646,2
759,2021-11-11 00:00:00,161158950,A,111,96,3,3,0,2,39,1370088.4703,10791031.1444,7.08943308223539,-73.1450201942803,"-7º -5' -21,959"" S","73º 8' 42,073"" W",17 N 1370088 10791031,3
183,2022-05-17 00:00:00,187757999,C,4,42,0,1,0,1,79,1373278.5953,10794711.4508,7.12192051667301,-73.1158402710337,"-7º -7' -18,914"" S","73º 6' 57,025"" W",17 N 1373279 10794711,4
137,2022-04-18 00:00:00,229481999,A,10,56,2,2,0,1,71,1372661.479,10794136.4181,7.11686314336429,-73.1214643142118,"-7º -7' -0,707"" S","73º 7' 17,272"" W",17 N 1372661 10794136,3
979,2022-09-27 00:00:00,24512849,A,38,54,3,1,0,2,30,1371980.974,10798335.5274,7.15459206132966,-73.1269214001584,"-7º -9' -16,531"" S","73º 7' 36,917"" W",17 N 1371981 10798336,2
